diet_type,food_health_preference,taste_preference,preferred_cuisine,allergies,budget_range,location,digestion_preference,user_age,current_weather,meal_time,calorie_preference,suggested_dish
vegetarian,balanced,umami,Thai,gluten,low,urban,easy,45,humid,dinner,high,Mixed Veg Bowl
vegetarian,high protein,salty,Indian,gluten,high,rural,moderate,62,hot,breakfast,high,Mixed Veg Bowl
non-vegetarian,low carb,savory,Thai,gluten,high,suburban,easy,10,humid,dinner,low,Mixed Veg Bowl
vegetarian,low fat,salty,Italian,nuts,high,rural,moderate,63,hot,dinner,high,Mixed Veg Bowl
vegan,balanced,sweet,Mexican,none,medium,urban,heavy,59,sunny,breakfast,low,Vegan Churros
non-vegetarian,low fat,umami,Thai,none,high,rural,moderate,10,humid,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,salty,Chinese,dairy,high,rural,heavy,66,sunny,dinner,low,Mixed Veg Bowl
vegetarian,balanced,sweet,Thai,soy,low,urban,heavy,54,sunny,lunch,low,Mixed Veg Bowl
vegetarian,high protein,salty,Chinese,soy,high,rural,heavy,17,sunny,lunch,moderate,Soy Sauce Noodles
non-vegetarian,balanced,umami,Indian,nuts,low,rural,heavy,32,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,salty,Mexican,nuts,medium,rural,moderate,66,rainy,breakfast,moderate,Mixed Veg Bowl
vegan,low fat,spicy,Italian,none,high,suburban,easy,31,humid,dinner,low,Mixed Veg Bowl
vegetarian,low carb,sweet,Thai,none,medium,urban,easy,37,hot,lunch,moderate,Mixed Veg Bowl
vegetarian,low carb,spicy,Thai,soy,low,suburban,heavy,43,humid,dinner,moderate,Spicy Thai Noodles
vegan,balanced,savory,Italian,soy,low,suburban,heavy,37,rainy,breakfast,moderate,Grilled Eggplant Parmesan
vegetarian,balanced,umami,Thai,nuts,low,urban,moderate,18,hot,dinner,high,Mixed Veg Bowl
vegetarian,low carb,umami,Thai,soy,low,urban,easy,25,rainy,breakfast,high,Mixed Veg Bowl
vegan,balanced,salty,Thai,dairy,low,rural,moderate,14,hot,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,savory,Thai,dairy,high,urban,heavy,63,cold,lunch,low,Mixed Veg Bowl
vegan,low carb,savory,Thai,nuts,medium,urban,easy,54,hot,lunch,moderate,Mixed Veg Bowl
vegan,balanced,salty,Indian,gluten,medium,urban,heavy,46,cold,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,umami,Mexican,dairy,high,rural,easy,52,rainy,dinner,low,Mixed Veg Bowl
vegan,low fat,umami,Indian,none,low,rural,easy,35,humid,lunch,high,Mixed Veg Bowl
non-vegetarian,low carb,umami,Chinese,dairy,high,suburban,moderate,40,rainy,lunch,moderate,Kung Pao Chicken
vegan,high protein,savory,Thai,soy,low,rural,easy,13,hot,breakfast,low,Mixed Veg Bowl
vegan,high protein,spicy,Thai,dairy,low,urban,easy,17,cold,lunch,low,Mixed Veg Bowl
vegetarian,balanced,sweet,Thai,soy,medium,rural,heavy,55,sunny,dinner,moderate,Mixed Veg Bowl
vegan,high protein,savory,Indian,dairy,high,urban,moderate,37,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Italian,soy,high,urban,moderate,14,cold,lunch,moderate,Mixed Veg Bowl
vegetarian,high protein,salty,Indian,dairy,low,urban,heavy,24,cold,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,none,medium,rural,heavy,55,cold,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,umami,Italian,gluten,high,suburban,moderate,65,cold,breakfast,low,Mixed Veg Bowl
non-vegetarian,low carb,umami,Chinese,dairy,high,urban,heavy,68,humid,lunch,low,Kung Pao Chicken
vegetarian,low carb,sweet,Italian,soy,medium,suburban,moderate,20,cold,lunch,low,Mixed Veg Bowl
vegetarian,low fat,salty,Mexican,nuts,medium,rural,heavy,56,cold,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,spicy,Thai,dairy,high,suburban,easy,37,rainy,breakfast,moderate,Green Curry with Veggies
vegetarian,balanced,spicy,Mexican,dairy,low,rural,moderate,20,cold,breakfast,moderate,Vegetarian Tacos
vegetarian,low fat,sweet,Italian,none,high,rural,heavy,67,hot,dinner,low,Mixed Veg Bowl
vegetarian,low fat,salty,Thai,nuts,high,rural,easy,31,hot,dinner,low,Mixed Veg Bowl
vegetarian,high protein,sweet,Mexican,soy,low,urban,moderate,42,hot,lunch,moderate,Choco Tacos
non-vegetarian,high protein,salty,Italian,none,medium,rural,moderate,37,cold,breakfast,moderate,Anchovy Pizza
non-vegetarian,high protein,savory,Italian,dairy,high,suburban,moderate,33,humid,dinner,low,Chicken Lasagna
vegan,low carb,savory,Italian,nuts,medium,suburban,easy,26,sunny,lunch,high,Vegan Pesto Pasta
vegan,balanced,salty,Thai,soy,medium,rural,moderate,35,sunny,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Italian,nuts,medium,suburban,heavy,50,humid,breakfast,high,Mixed Veg Bowl
vegan,low carb,savory,Chinese,gluten,low,rural,easy,44,cold,dinner,high,Mixed Veg Bowl
vegetarian,low fat,savory,Italian,none,high,rural,easy,65,rainy,breakfast,high,Pasta Alfredo
vegetarian,low fat,umami,Mexican,nuts,medium,rural,easy,49,rainy,dinner,low,Mixed Veg Bowl
vegan,balanced,savory,Thai,none,medium,urban,easy,19,rainy,lunch,high,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Italian,nuts,high,rural,easy,30,humid,breakfast,high,Mixed Veg Bowl
vegan,high protein,umami,Indian,gluten,medium,urban,heavy,34,humid,dinner,high,Mixed Veg Bowl
vegan,balanced,savory,Chinese,soy,medium,rural,heavy,59,cold,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,dairy,high,suburban,easy,35,rainy,dinner,moderate,Mixed Veg Bowl
vegetarian,high protein,savory,Chinese,gluten,high,suburban,heavy,68,hot,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,spicy,Thai,soy,high,rural,easy,34,sunny,lunch,moderate,Green Curry with Veggies
vegan,high protein,spicy,Mexican,gluten,medium,rural,easy,61,sunny,breakfast,high,Mixed Veg Bowl
vegan,balanced,spicy,Indian,none,low,suburban,heavy,51,cold,lunch,low,Chana Masala
non-vegetarian,low carb,sweet,Indian,dairy,low,urban,heavy,32,rainy,lunch,high,Mixed Veg Bowl
vegetarian,low fat,umami,Chinese,soy,low,rural,easy,38,hot,dinner,high,Paneer Chili Dry
non-vegetarian,balanced,umami,Thai,none,low,suburban,moderate,24,cold,dinner,low,Mixed Veg Bowl
vegan,low fat,savory,Italian,gluten,low,rural,easy,21,hot,dinner,low,Vegan Pesto Pasta
vegan,balanced,savory,Italian,none,low,rural,heavy,35,rainy,lunch,moderate,Grilled Eggplant Parmesan
vegetarian,balanced,savory,Thai,dairy,low,rural,heavy,13,cold,dinner,low,Mixed Veg Bowl
vegetarian,balanced,salty,Mexican,dairy,low,rural,heavy,60,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Thai,soy,medium,urban,moderate,10,sunny,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Mexican,dairy,high,suburban,heavy,20,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Chinese,none,high,urban,easy,33,sunny,dinner,low,Mixed Veg Bowl
vegetarian,balanced,savory,Mexican,soy,low,rural,heavy,68,humid,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,sweet,Chinese,none,high,urban,moderate,25,hot,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Thai,gluten,low,suburban,heavy,37,cold,lunch,high,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Mexican,nuts,high,rural,heavy,41,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,high protein,salty,Chinese,nuts,low,urban,moderate,20,rainy,dinner,moderate,Mixed Veg Bowl
vegetarian,balanced,salty,Italian,soy,low,urban,moderate,23,humid,dinner,low,Mixed Veg Bowl
vegan,high protein,spicy,Italian,none,high,rural,moderate,64,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,umami,Chinese,dairy,high,suburban,heavy,58,rainy,breakfast,moderate,Sweet and Sour Pork
non-vegetarian,balanced,spicy,Mexican,soy,low,urban,heavy,21,humid,breakfast,high,Hot Salsa Burrito
non-vegetarian,low fat,umami,Mexican,gluten,low,rural,moderate,31,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Thai,gluten,medium,suburban,heavy,44,humid,breakfast,high,Mixed Veg Bowl
vegetarian,high protein,spicy,Mexican,nuts,medium,rural,moderate,34,hot,lunch,low,Spicy Bean Enchiladas
non-vegetarian,balanced,salty,Indian,gluten,medium,suburban,heavy,25,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,salty,Italian,dairy,low,rural,heavy,55,sunny,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low fat,savory,Mexican,none,low,suburban,heavy,47,humid,dinner,low,Chicken Quesadilla
vegan,low carb,savory,Mexican,nuts,low,rural,heavy,15,rainy,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,nuts,high,rural,moderate,63,hot,lunch,high,Mixed Veg Bowl
vegan,balanced,sweet,Italian,soy,low,suburban,easy,25,cold,lunch,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Thai,nuts,high,suburban,moderate,66,sunny,lunch,low,Mixed Veg Bowl
vegan,low fat,umami,Italian,none,high,suburban,moderate,43,hot,lunch,high,Mushroom Risotto
non-vegetarian,balanced,sweet,Italian,none,low,urban,moderate,53,sunny,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,salty,Italian,dairy,low,suburban,easy,65,hot,lunch,low,Mixed Veg Bowl
vegan,high protein,sweet,Chinese,none,high,urban,moderate,48,cold,lunch,low,Lychee Stir Fry
vegan,balanced,sweet,Thai,dairy,medium,suburban,moderate,48,hot,breakfast,low,Tofu Mango Curry
non-vegetarian,high protein,sweet,Indian,gluten,low,urban,moderate,14,sunny,breakfast,high,Mixed Veg Bowl
vegan,low carb,sweet,Chinese,soy,low,rural,easy,69,hot,lunch,low,Sweet Sesame Tofu
non-vegetarian,high protein,sweet,Italian,gluten,medium,rural,heavy,59,humid,dinner,high,Mixed Veg Bowl
vegetarian,low fat,savory,Thai,nuts,low,suburban,moderate,56,hot,lunch,low,Mixed Veg Bowl
vegan,low fat,salty,Chinese,dairy,low,urban,moderate,41,cold,dinner,low,Stir Fried Tofu with Veggies
vegetarian,high protein,sweet,Thai,gluten,medium,rural,moderate,32,cold,lunch,low,Mixed Veg Bowl
vegan,high protein,savory,Thai,none,high,suburban,moderate,23,hot,lunch,moderate,Mixed Veg Bowl
non-vegetarian,balanced,salty,Indian,none,low,rural,easy,28,cold,dinner,high,Mixed Veg Bowl
vegan,high protein,savory,Italian,gluten,high,rural,easy,17,rainy,lunch,high,Vegan Pesto Pasta
vegan,low fat,salty,Indian,nuts,medium,suburban,moderate,17,sunny,dinner,high,Mixed Veg Bowl
vegetarian,low carb,umami,Indian,dairy,low,suburban,easy,52,rainy,breakfast,low,Mixed Veg Bowl
vegan,low carb,spicy,Thai,none,high,urban,easy,61,hot,dinner,high,Mixed Veg Bowl
non-vegetarian,high protein,umami,Indian,dairy,medium,urban,moderate,47,sunny,lunch,low,Mixed Veg Bowl
non-vegetarian,balanced,savory,Italian,dairy,medium,suburban,heavy,41,hot,breakfast,moderate,Spaghetti Bolognese
vegetarian,balanced,salty,Thai,soy,low,suburban,heavy,65,rainy,dinner,high,Mixed Veg Bowl
vegetarian,low fat,salty,Indian,nuts,medium,urban,heavy,57,hot,dinner,moderate,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,nuts,medium,suburban,heavy,15,sunny,dinner,high,Mixed Veg Bowl
vegan,low fat,salty,Chinese,gluten,medium,suburban,moderate,61,rainy,dinner,high,Garlic Bok Choy
non-vegetarian,high protein,savory,Mexican,none,low,suburban,easy,11,rainy,lunch,high,Beef Burrito
vegan,high protein,spicy,Italian,soy,low,urban,moderate,36,sunny,dinner,low,Mixed Veg Bowl
vegetarian,high protein,spicy,Thai,gluten,medium,urban,moderate,18,humid,dinner,low,Green Curry with Veggies
vegan,balanced,sweet,Italian,dairy,high,urban,easy,61,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Mexican,gluten,medium,suburban,heavy,16,cold,lunch,high,Hot Salsa Burrito
non-vegetarian,balanced,umami,Thai,gluten,medium,urban,moderate,67,sunny,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,umami,Thai,none,high,rural,heavy,67,hot,breakfast,high,Mixed Veg Bowl
vegan,balanced,sweet,Indian,none,medium,rural,heavy,34,cold,lunch,moderate,Mixed Veg Bowl
vegan,low fat,sweet,Italian,nuts,medium,suburban,heavy,17,hot,breakfast,high,Mixed Veg Bowl
vegan,balanced,savory,Mexican,none,low,suburban,heavy,45,rainy,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,savory,Thai,none,high,suburban,moderate,35,sunny,lunch,low,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Italian,dairy,low,suburban,moderate,37,hot,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Mexican,dairy,medium,urban,easy,55,cold,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,salty,Italian,dairy,high,rural,moderate,40,rainy,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Indian,nuts,high,rural,moderate,69,cold,breakfast,high,Chicken Biryani
non-vegetarian,low carb,umami,Indian,nuts,medium,suburban,heavy,42,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,low carb,salty,Mexican,gluten,medium,suburban,heavy,65,rainy,lunch,high,Mixed Veg Bowl
non-vegetarian,high protein,savory,Thai,gluten,high,suburban,moderate,28,cold,breakfast,low,Mixed Veg Bowl
vegan,low carb,salty,Italian,none,medium,rural,easy,39,cold,lunch,high,Mixed Veg Bowl
vegan,low carb,savory,Chinese,nuts,medium,suburban,heavy,34,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,savory,Indian,gluten,low,rural,heavy,41,hot,dinner,low,Mixed Veg Bowl
vegetarian,low fat,salty,Thai,gluten,high,suburban,heavy,67,sunny,breakfast,moderate,Mixed Veg Bowl
vegetarian,low carb,savory,Indian,none,low,rural,easy,33,hot,lunch,low,Mixed Veg Bowl
vegetarian,high protein,sweet,Chinese,soy,medium,suburban,moderate,42,humid,dinner,high,Mixed Veg Bowl
vegan,low carb,spicy,Italian,soy,medium,urban,easy,21,humid,lunch,high,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,none,low,urban,heavy,36,sunny,dinner,high,Mixed Veg Bowl
vegetarian,high protein,savory,Chinese,nuts,high,urban,heavy,68,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Mexican,nuts,high,rural,easy,33,hot,lunch,high,Hot Salsa Burrito
vegetarian,low fat,salty,Chinese,none,low,suburban,heavy,35,hot,breakfast,high,Cabbage Stir Fry
vegan,balanced,sweet,Thai,gluten,high,urban,heavy,11,sunny,breakfast,moderate,Vegan Pad Thai
vegan,low carb,savory,Thai,none,high,rural,heavy,18,cold,breakfast,high,Mixed Veg Bowl
vegan,high protein,salty,Indian,none,low,urban,heavy,30,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Mexican,none,medium,rural,heavy,43,hot,lunch,low,Hot Salsa Burrito
vegan,high protein,savory,Chinese,nuts,high,suburban,moderate,16,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low fat,savory,Indian,none,medium,rural,moderate,25,hot,breakfast,low,Mixed Veg Bowl
vegetarian,high protein,sweet,Thai,soy,high,urban,heavy,11,cold,lunch,high,Mixed Veg Bowl
vegetarian,high protein,savory,Mexican,gluten,medium,urban,moderate,64,humid,lunch,low,Mixed Veg Bowl
vegetarian,low carb,salty,Thai,gluten,medium,suburban,moderate,41,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Thai,soy,medium,urban,moderate,52,hot,dinner,high,Mixed Veg Bowl
vegetarian,high protein,sweet,Thai,soy,high,urban,easy,49,hot,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,umami,Mexican,dairy,medium,suburban,heavy,39,humid,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Italian,dairy,low,suburban,heavy,61,humid,breakfast,high,Spaghetti Bolognese
non-vegetarian,high protein,salty,Italian,none,low,urban,heavy,60,cold,dinner,low,Anchovy Pizza
vegetarian,low carb,umami,Thai,gluten,low,suburban,easy,37,hot,lunch,moderate,Mixed Veg Bowl
vegetarian,low fat,umami,Chinese,soy,high,rural,moderate,55,rainy,breakfast,high,Paneer Chili Dry
vegetarian,balanced,salty,Chinese,dairy,low,suburban,heavy,69,sunny,dinner,high,Soy Sauce Noodles
non-vegetarian,high protein,savory,Indian,gluten,medium,urban,heavy,26,humid,lunch,moderate,Mixed Veg Bowl
vegan,balanced,spicy,Italian,none,medium,urban,easy,41,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Thai,soy,high,rural,easy,13,sunny,dinner,high,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Chinese,nuts,medium,suburban,easy,26,cold,breakfast,moderate,Mixed Veg Bowl
vegetarian,low carb,salty,Mexican,none,medium,suburban,heavy,18,cold,dinner,low,Mixed Veg Bowl
vegan,low carb,salty,Italian,dairy,high,suburban,moderate,39,hot,breakfast,high,Mixed Veg Bowl
vegan,low carb,salty,Chinese,nuts,low,rural,moderate,37,hot,breakfast,high,Garlic Bok Choy
vegetarian,high protein,umami,Italian,gluten,low,urban,moderate,64,cold,dinner,high,Mixed Veg Bowl
vegan,low carb,umami,Thai,nuts,low,urban,moderate,31,humid,dinner,high,Mixed Veg Bowl
non-vegetarian,low fat,umami,Chinese,dairy,low,rural,moderate,21,humid,dinner,low,Kung Pao Chicken
non-vegetarian,high protein,spicy,Mexican,dairy,low,rural,easy,61,sunny,lunch,low,Spicy Chicken Enchiladas
vegan,low fat,spicy,Chinese,nuts,high,suburban,moderate,45,cold,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,nuts,high,rural,heavy,60,cold,dinner,low,Chicken Biryani
non-vegetarian,balanced,savory,Indian,nuts,medium,suburban,heavy,22,cold,dinner,moderate,Mixed Veg Bowl
vegan,high protein,salty,Mexican,none,medium,suburban,moderate,35,humid,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low fat,salty,Mexican,gluten,low,rural,easy,63,sunny,lunch,high,Mixed Veg Bowl
vegetarian,low fat,salty,Thai,nuts,medium,suburban,moderate,41,humid,dinner,high,Mixed Veg Bowl
vegetarian,high protein,savory,Italian,soy,high,rural,easy,68,humid,dinner,high,Margherita Pizza
vegan,low fat,sweet,Italian,nuts,high,rural,heavy,45,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Indian,dairy,high,urban,heavy,60,hot,lunch,low,Mixed Veg Bowl
non-vegetarian,low carb,salty,Thai,gluten,high,rural,moderate,11,humid,lunch,moderate,Shrimp Satay
vegetarian,balanced,sweet,Mexican,dairy,medium,suburban,moderate,50,hot,lunch,moderate,Sweet Corn Pudding
vegetarian,balanced,salty,Thai,soy,low,rural,easy,58,humid,lunch,high,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Indian,dairy,medium,urban,moderate,42,cold,breakfast,high,Chicken Biryani
vegetarian,balanced,sweet,Thai,dairy,high,rural,moderate,45,humid,breakfast,high,Mixed Veg Bowl
vegetarian,high protein,sweet,Mexican,dairy,low,suburban,moderate,60,humid,lunch,moderate,Sweet Corn Pudding
non-vegetarian,low fat,spicy,Chinese,soy,medium,suburban,easy,51,hot,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,sweet,Indian,nuts,low,rural,heavy,51,hot,dinner,moderate,Kesari Bath
vegan,high protein,salty,Thai,soy,low,suburban,heavy,41,cold,lunch,moderate,Mixed Veg Bowl
vegetarian,high protein,savory,Mexican,dairy,low,rural,moderate,38,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,savory,Mexican,dairy,high,rural,moderate,68,rainy,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,umami,Thai,nuts,high,urban,easy,62,rainy,breakfast,high,Mixed Veg Bowl
vegetarian,low carb,umami,Mexican,dairy,medium,rural,easy,56,cold,dinner,high,Mixed Veg Bowl
vegan,low fat,savory,Mexican,none,low,suburban,heavy,40,cold,dinner,low,Mixed Veg Bowl
vegan,low carb,spicy,Mexican,dairy,low,rural,heavy,25,sunny,dinner,low,Mixed Veg Bowl
vegetarian,low fat,spicy,Italian,none,high,rural,easy,14,humid,lunch,high,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,nuts,medium,rural,moderate,29,hot,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,salty,Chinese,none,high,rural,easy,59,rainy,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,umami,Mexican,dairy,low,rural,easy,59,sunny,lunch,moderate,Mixed Veg Bowl
vegetarian,low fat,umami,Chinese,nuts,medium,urban,moderate,15,humid,breakfast,moderate,Paneer Chili Dry
vegan,low fat,savory,Indian,nuts,low,urban,heavy,35,cold,lunch,moderate,Mixed Veg Bowl
vegetarian,high protein,salty,Thai,nuts,high,urban,easy,12,hot,lunch,low,Mixed Veg Bowl
vegetarian,high protein,salty,Chinese,gluten,high,urban,heavy,46,humid,lunch,low,Soy Sauce Noodles
vegetarian,low carb,salty,Italian,none,high,suburban,heavy,16,cold,lunch,moderate,Mixed Veg Bowl
vegetarian,low carb,sweet,Mexican,soy,medium,rural,moderate,45,cold,breakfast,moderate,Sweet Corn Pudding
non-vegetarian,high protein,spicy,Chinese,nuts,low,suburban,heavy,14,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,salty,Chinese,none,low,suburban,moderate,21,sunny,dinner,low,Mixed Veg Bowl
vegetarian,low fat,salty,Indian,soy,low,urban,moderate,45,cold,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,umami,Indian,nuts,low,urban,moderate,56,sunny,breakfast,high,Mixed Veg Bowl
vegan,balanced,umami,Chinese,dairy,high,urban,easy,14,sunny,breakfast,high,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Chinese,nuts,high,urban,easy,35,sunny,dinner,moderate,Mixed Veg Bowl
vegan,low carb,sweet,Thai,dairy,medium,suburban,heavy,28,sunny,breakfast,high,Tofu Mango Curry
non-vegetarian,low carb,spicy,Mexican,dairy,medium,urban,moderate,12,cold,breakfast,low,Spicy Chicken Enchiladas
vegan,low fat,savory,Chinese,dairy,medium,rural,heavy,43,hot,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,spicy,Mexican,none,high,rural,moderate,34,sunny,breakfast,moderate,Spicy Chicken Enchiladas
non-vegetarian,low carb,umami,Indian,gluten,low,urban,moderate,32,rainy,dinner,moderate,Mixed Veg Bowl
vegetarian,balanced,savory,Chinese,none,low,rural,moderate,55,rainy,lunch,high,Mixed Veg Bowl
non-vegetarian,low fat,salty,Chinese,dairy,high,suburban,moderate,17,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Chinese,gluten,medium,rural,heavy,26,humid,lunch,high,Mixed Veg Bowl
